merchant_id,churn_probability,churn_risk_level,inactive_days,revenue_decline_pct,reorder_drop_pct,support_tickets_open,churn_driver,retention_recommendation
M0428,0.1991,LOW,16,16.31,17.54,7,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0429,0.6677,HIGH,68,58.49,45.36,16,Elevated Return/Refund Volume,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0430,0.5908,MEDIUM,64,45.94,39.24,11,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0431,0.1229,LOW,8,10.56,15.67,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0432,0.0532,LOW,20,8.16,5.56,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0433,0.3594,MEDIUM,39,36.77,31.28,7,Competitor Price Undercutting,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0434,0.5433,MEDIUM,64,49.78,30.43,11,Competitor Price Undercutting,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0435,0.2929,MEDIUM,39,26.42,22.31,5,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0436,0.7172,HIGH,80,65.0,48.99,14,Competitor Price Undercutting,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0437,0.0523,LOW,13,10.07,4.56,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0438,0.5858,MEDIUM,55,52.65,45.77,11,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0439,0.4199,MEDIUM,39,37.05,33.47,9,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0440,0.0839,LOW,11,3.66,8.98,1,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0441,0.2832,MEDIUM,23,23.95,19.14,5,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0442,0.1716,LOW,16,23.19,19.14,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0443,0.4901,MEDIUM,66,48.27,36.06,10,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0444,0.1868,LOW,25,17.79,15.51,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0445,0.5053,MEDIUM,60,46.28,31.03,11,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0446,0.0461,LOW,20,9.85,4.01,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0447,0.1578,LOW,19,21.41,21.48,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0448,0.3875,MEDIUM,40,37.36,33.1,6,Competitor Price Undercutting,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0449,0.2801,MEDIUM,24,21.85,22.25,6,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0450,0.0847,LOW,18,4.26,5.63,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0451,0.1002,LOW,13,2.38,11.73,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0452,0.109,LOW,22,4.89,9.29,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0453,0.0696,LOW,15,6.25,6.23,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0454,0.0868,LOW,21,10.27,9.08,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0455,0.1638,LOW,24,14.16,18.32,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0456,0.5198,MEDIUM,55,40.2,32.09,11,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0457,0.166,LOW,21,19.11,19.48,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0458,0.5577,MEDIUM,56,47.34,40.37,13,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0459,0.2234,LOW,21,19.97,19.87,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0460,0.0501,LOW,23,15.12,6.13,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0461,0.6657,HIGH,84,60.82,42.54,16,Seasonal Demand Drop,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0462,0.7645,HIGH,85,65.0,47.97,16,Checkout Funnel Friction,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0463,0.206,LOW,25,17.68,20.49,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0464,0.2677,MEDIUM,37,22.45,19.57,9,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0465,0.3006,MEDIUM,38,28.39,16.3,8,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0466,0.66,HIGH,70,57.84,42.23,16,Product Catalog Fatigue,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0467,0.2429,LOW,28,25.24,24.66,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0468,0.53,MEDIUM,47,42.7,35.14,11,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0469,0.519,MEDIUM,50,43.87,38.35,12,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0470,0.239,LOW,27,17.28,21.66,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0471,0.1726,LOW,21,18.52,11.29,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0472,0.1033,LOW,23,17.99,13.27,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0473,0.2046,LOW,35,21.64,23.33,7,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0474,0.02,LOW,13,7.31,9.27,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0475,0.0861,LOW,20,11.38,10.08,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0476,0.7123,HIGH,80,61.96,48.98,16,Competitor Price Undercutting,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0477,0.3004,MEDIUM,30,23.2,21.42,6,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0478,0.147,LOW,21,11.81,14.26,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0479,0.0887,LOW,15,4.33,4.82,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0480,0.1575,LOW,12,7.84,11.87,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0481,0.4371,MEDIUM,32,36.21,30.53,6,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0482,0.6,HIGH,56,46.98,36.69,12,Product Catalog Fatigue,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0483,0.1284,LOW,20,15.71,14.42,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0484,0.3947,MEDIUM,49,43.6,29.08,7,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0485,0.2177,LOW,30,13.77,19.28,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0486,0.2274,LOW,17,22.57,13.75,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0487,0.2082,LOW,20,16.82,19.07,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0488,0.2648,MEDIUM,32,27.02,20.88,9,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0489,0.394,MEDIUM,44,37.62,34.94,10,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0490,0.029,LOW,10,10.5,0.05,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0491,0.1245,LOW,11,4.73,5.77,1,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0492,0.1069,LOW,11,7.56,2.32,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0493,0.0807,LOW,15,8.58,13.0,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0494,0.5761,MEDIUM,54,48.73,36.55,10,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0495,0.2665,MEDIUM,30,26.82,22.55,5,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0496,0.1779,LOW,16,18.99,17.51,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0497,0.3793,MEDIUM,37,38.92,27.83,8,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0498,0.6102,HIGH,64,55.93,44.23,11,Payment Gateway Failures & Bank Latency,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0499,0.1654,LOW,17,9.17,6.75,1,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0500,0.1554,LOW,10,10.72,14.12,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
